stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Melks\source\repos\Cerebrolab\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.07043] added dtor for sub_bitmap 0000020FF21FF1B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07048] added dtor for sub_bitmap 0000020FF21FDC60, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07052] added dtor for sub_bitmap 0000020FF21FE040, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07057] added dtor for sub_bitmap 0000020FF21FE800, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07062] added dtor for sub_bitmap 0000020FF21FE230, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07067] added dtor for sub_bitmap 0000020FF21FD4A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07072] added dtor for sub_bitmap 0000020FF21FE9F0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07076] added dtor for sub_bitmap 0000020FF21FD880, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07081] added dtor for sub_bitmap 0000020FF21FD690, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07085] added dtor for sub_bitmap 0000020FF21FEBE0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07090] added dtor for sub_bitmap 0000020FF21FEFC0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07095] added dtor for sub_bitmap 0000020FF21FDA70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07100] added dtor for sub_bitmap 0000020FF21FE420, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07104] added dtor for sub_bitmap 0000020FF21FE610, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07110] added dtor for sub_bitmap 0000020FF2201820, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07115] added dtor for sub_bitmap 0000020FF2200A90, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07120] added dtor for sub_bitmap 0000020FF2201250, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07125] added dtor for sub_bitmap 0000020FF2201DF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07129] added dtor for sub_bitmap 0000020FF2201FE0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07134] added dtor for sub_bitmap 0000020FF22021D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07139] added dtor for sub_bitmap 0000020FF2201630, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07143] added dtor for sub_bitmap 0000020FF22004C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07148] added dtor for sub_bitmap 0000020FF22006B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07153] added dtor for sub_bitmap 0000020FF2201440, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07159] added dtor for sub_bitmap 0000020FF2201A10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07164] added dtor for sub_bitmap 0000020FF22008A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07168] added dtor for sub_bitmap 0000020FF2200E70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07173] added dtor for sub_bitmap 0000020FF2200C80, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07178] added dtor for sub_bitmap 0000020FF2201C00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07182] added dtor for sub_bitmap 0000020FF2201060, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07189] added dtor for sub_bitmap 0000020FF2204B80, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07194] added dtor for sub_bitmap 0000020FF2205530, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07198] added dtor for sub_bitmap 0000020FF2204D70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07203] added dtor for sub_bitmap 0000020FF2203820, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07208] added dtor for sub_bitmap 0000020FF2203A10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07213] added dtor for sub_bitmap 0000020FF22045B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07217] added dtor for sub_bitmap 0000020FF2203C00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07222] added dtor for sub_bitmap 0000020FF2204F60, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07229] added dtor for sub_bitmap 0000020FF2205150, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07234] added dtor for sub_bitmap 0000020FF2205340, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07238] added dtor for sub_bitmap 0000020FF2203DF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07243] added dtor for sub_bitmap 0000020FF2203FE0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07248] added dtor for sub_bitmap 0000020FF22041D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07253] added dtor for sub_bitmap 0000020FF22043C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07257] added dtor for sub_bitmap 0000020FF22047A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07262] added dtor for sub_bitmap 0000020FF2204990, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07268] added dtor for sub_bitmap 0000020FF2205FF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07273] added dtor for sub_bitmap 0000020FF22063D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07278] added dtor for sub_bitmap 0000020FF2207160, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07282] added dtor for sub_bitmap 0000020FF2207350, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07288] added dtor for sub_bitmap 0000020FF2206F70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07293] added dtor for sub_bitmap 0000020FF2207540, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07297] added dtor for sub_bitmap 0000020FF2206B90, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07302] added dtor for sub_bitmap 0000020FF2205E00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07307] added dtor for sub_bitmap 0000020FF2205830, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07312] added dtor for sub_bitmap 0000020FF2205A20, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07317] added dtor for sub_bitmap 0000020FF2205C10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07323] added dtor for sub_bitmap 0000020FF22065C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07328] added dtor for sub_bitmap 0000020FF22061E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07333] added dtor for sub_bitmap 0000020FF22067B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07337] added dtor for sub_bitmap 0000020FF22069A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07342] added dtor for sub_bitmap 0000020FF2206D80, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07348] added dtor for sub_bitmap 0000020FF220A020, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07353] added dtor for sub_bitmap 0000020FF2209C40, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07358] added dtor for sub_bitmap 0000020FF220B190, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07363] added dtor for sub_bitmap 0000020FF220B380, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07367] added dtor for sub_bitmap 0000020FF2209E30, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07372] added dtor for sub_bitmap 0000020FF220AFA0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07377] added dtor for sub_bitmap 0000020FF220A210, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07382] added dtor for sub_bitmap 0000020FF220A9D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07387] added dtor for sub_bitmap 0000020FF220A400, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07391] added dtor for sub_bitmap 0000020FF220A5F0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07396] added dtor for sub_bitmap 0000020FF220ADB0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07401] added dtor for sub_bitmap 0000020FF220B570, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07406] added dtor for sub_bitmap 0000020FF220A7E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07410] added dtor for sub_bitmap 0000020FF220ABC0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07415] added dtor for sub_bitmap 0000020FF2209860, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07420] added dtor for sub_bitmap 0000020FF2209A50, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07427] added dtor for sub_bitmap 0000020FF220B870, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07432] added dtor for sub_bitmap 0000020FF220C410, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07436] added dtor for sub_bitmap 0000020FF220F290, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07441] added dtor for sub_bitmap 0000020FF220E310, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07446] added dtor for sub_bitmap 0000020FF220C600, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07451] added dtor for sub_bitmap 0000020FF220E8E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07456] added dtor for sub_bitmap 0000020FF220EAD0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07461] added dtor for sub_bitmap 0000020FF220ECC0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07466] added dtor for sub_bitmap 0000020FF220BC50, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07471] added dtor for sub_bitmap 0000020FF220F0A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07476] added dtor for sub_bitmap 0000020FF220EEB0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07481] added dtor for sub_bitmap 0000020FF220CDC0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07486] added dtor for sub_bitmap 0000020FF220CFB0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07491] added dtor for sub_bitmap 0000020FF220F480, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07496] added dtor for sub_bitmap 0000020FF220C7F0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07501] added dtor for sub_bitmap 0000020FF220BA60, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07506] added dtor for sub_bitmap 0000020FF220BE40, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07511] added dtor for sub_bitmap 0000020FF220C9E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07516] added dtor for sub_bitmap 0000020FF220C030, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07521] added dtor for sub_bitmap 0000020FF220D580, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07526] added dtor for sub_bitmap 0000020FF220E500, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07530] added dtor for sub_bitmap 0000020FF220D770, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07535] added dtor for sub_bitmap 0000020FF220D1A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07561] added dtor for sub_bitmap 0000020FF220C220, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07568] added dtor for sub_bitmap 0000020FF220CBD0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07574] added dtor for sub_bitmap 0000020FF220D390, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07579] added dtor for sub_bitmap 0000020FF220D960, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07583] added dtor for sub_bitmap 0000020FF220DB50, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07588] added dtor for sub_bitmap 0000020FF220DD40, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07593] added dtor for sub_bitmap 0000020FF220DF30, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07598] added dtor for sub_bitmap 0000020FF220E120, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07603] added dtor for sub_bitmap 0000020FF220E6F0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07610] added dtor for sub_bitmap 0000020FF2214CF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07615] added dtor for sub_bitmap 0000020FF2213D70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07622] added dtor for sub_bitmap 0000020FF2213B80, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07627] added dtor for sub_bitmap 0000020FF2212C00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07632] added dtor for sub_bitmap 0000020FF2212250, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07637] added dtor for sub_bitmap 0000020FF2212630, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07641] added dtor for sub_bitmap 0000020FF2214EE0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07646] added dtor for sub_bitmap 0000020FF22150D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07651] added dtor for sub_bitmap 0000020FF2213F60, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07656] added dtor for sub_bitmap 0000020FF2214910, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07662] added dtor for sub_bitmap 0000020FF22152C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07670] added dtor for sub_bitmap 0000020FF22154B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07675] added dtor for sub_bitmap 0000020FF2212A10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07680] added dtor for sub_bitmap 0000020FF2212820, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07685] added dtor for sub_bitmap 0000020FF22118A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07690] added dtor for sub_bitmap 0000020FF2214150, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07696] added dtor for sub_bitmap 0000020FF2214340, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07701] added dtor for sub_bitmap 0000020FF2211A90, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07706] added dtor for sub_bitmap 0000020FF2211C80, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07711] added dtor for sub_bitmap 0000020FF2212DF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07716] added dtor for sub_bitmap 0000020FF2211E70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07722] added dtor for sub_bitmap 0000020FF2212060, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07727] added dtor for sub_bitmap 0000020FF2214530, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07732] added dtor for sub_bitmap 0000020FF2214720, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07737] added dtor for sub_bitmap 0000020FF2214B00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07742] added dtor for sub_bitmap 0000020FF2212FE0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07747] added dtor for sub_bitmap 0000020FF2212440, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07752] added dtor for sub_bitmap 0000020FF22131D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07757] added dtor for sub_bitmap 0000020FF22133C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07762] added dtor for sub_bitmap 0000020FF22135B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07768] added dtor for sub_bitmap 0000020FF22137A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07773] added dtor for sub_bitmap 0000020FF2213990, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07779] added dtor for sub_bitmap 0000020FF221C180, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07784] added dtor for sub_bitmap 0000020FF2219CB0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07789] added dtor for sub_bitmap 0000020FF221AE20, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07794] added dtor for sub_bitmap 0000020FF22194F0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07799] added dtor for sub_bitmap 0000020FF221C750, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07804] added dtor for sub_bitmap 0000020FF22196E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07809] added dtor for sub_bitmap 0000020FF221C940, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07814] added dtor for sub_bitmap 0000020FF221AA40, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07819] added dtor for sub_bitmap 0000020FF221AC30, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07824] added dtor for sub_bitmap 0000020FF22198D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07832] added dtor for sub_bitmap 0000020FF221B5E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07838] added dtor for sub_bitmap 0000020FF2219AC0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07843] added dtor for sub_bitmap 0000020FF2219EA0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07848] added dtor for sub_bitmap 0000020FF221A850, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07853] added dtor for sub_bitmap 0000020FF221C560, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07858] added dtor for sub_bitmap 0000020FF221B7D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07863] added dtor for sub_bitmap 0000020FF221B3F0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07868] added dtor for sub_bitmap 0000020FF221A470, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07874] added dtor for sub_bitmap 0000020FF221C370, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07879] added dtor for sub_bitmap 0000020FF221A090, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07884] added dtor for sub_bitmap 0000020FF221CB30, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07889] added dtor for sub_bitmap 0000020FF221B9C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07894] added dtor for sub_bitmap 0000020FF221BDA0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07899] added dtor for sub_bitmap 0000020FF221CD20, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07904] added dtor for sub_bitmap 0000020FF2219110, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07910] added dtor for sub_bitmap 0000020FF2219300, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07915] added dtor for sub_bitmap 0000020FF221BBB0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07920] added dtor for sub_bitmap 0000020FF221B010, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07925] added dtor for sub_bitmap 0000020FF221A280, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07930] added dtor for sub_bitmap 0000020FF221A660, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07935] added dtor for sub_bitmap 0000020FF221B200, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07940] added dtor for sub_bitmap 0000020FF221BF90, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07947] added dtor for sub_bitmap 0000020FF22200E0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07952] added dtor for sub_bitmap 0000020FF22221D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07957] added dtor for sub_bitmap 0000020FF221FB10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07962] added dtor for sub_bitmap 0000020FF2222990, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07967] added dtor for sub_bitmap 0000020FF2223150, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07972] added dtor for sub_bitmap 0000020FF2220E70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07977] added dtor for sub_bitmap 0000020FF22208A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07982] added dtor for sub_bitmap 0000020FF221F730, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07987] added dtor for sub_bitmap 0000020FF221F540, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07992] added dtor for sub_bitmap 0000020FF2222B80, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.07998] added dtor for sub_bitmap 0000020FF22225B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08003] added dtor for sub_bitmap 0000020FF2221060, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08008] added dtor for sub_bitmap 0000020FF2221250, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08013] added dtor for sub_bitmap 0000020FF2220A90, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08018] added dtor for sub_bitmap 0000020FF2221FE0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08023] added dtor for sub_bitmap 0000020FF2222D70, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08028] added dtor for sub_bitmap 0000020FF221FD00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08033] added dtor for sub_bitmap 0000020FF2221630, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08038] added dtor for sub_bitmap 0000020FF221F920, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08043] added dtor for sub_bitmap 0000020FF2221A10, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08048] added dtor for sub_bitmap 0000020FF2220C80, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08054] added dtor for sub_bitmap 0000020FF2221C00, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08059] added dtor for sub_bitmap 0000020FF22227A0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08064] added dtor for sub_bitmap 0000020FF22223C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08069] added dtor for sub_bitmap 0000020FF2221820, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08074] added dtor for sub_bitmap 0000020FF221FEF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08079] added dtor for sub_bitmap 0000020FF2222F60, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08084] added dtor for sub_bitmap 0000020FF22202D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08089] added dtor for sub_bitmap 0000020FF22204C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08094] added dtor for sub_bitmap 0000020FF22206B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08099] added dtor for sub_bitmap 0000020FF2221DF0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08104] added dtor for sub_bitmap 0000020FF2221440, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08111] added dtor for sub_bitmap 0000020FF22244D0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08116] added dtor for sub_bitmap 0000020FF2225450, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08122] added dtor for sub_bitmap 0000020FF22246C0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08127] added dtor for sub_bitmap 0000020FF222A5B0, func 00007FFDACBF1190
dtor     D               dtor.c:196  _al_register_destructor          [   0.08132] added dtor for sub_bitmap 0000020FF22288A0, func 00007FFDACBF1190
